Date,TotalVolume,region,lon,lat
2/14/2016,98008.16,Albany,42.6511674,-73.754968
2/14/2016,1247.8,Albany,42.6511674,-73.754968
2/14/2016,481484.29,Atlanta,33.7490987,-84.3901849
2/14/2016,5737.5,Atlanta,33.7490987,-84.3901849
2/14/2016,905144.72,Baltimore Washington,39.2908816,-76.610759
2/14/2016,14927.44,Baltimore Washington,39.2908816,-76.610759
2/14/2016,78070.34,Boise,43.61656,-116.200835
2/14/2016,2863.27,Boise,43.61656,-116.200835
2/14/2016,751656.56,Boston,42.3602534,-71.0582912
2/14/2016,9526.6,Boston,42.3602534,-71.0582912
2/14/2016,137984.28,Buffalo Rochester,43.1519085,-77.659047
2/14/2016,4577.72,Buffalo Rochester,43.1519085,-77.659047
2/14/2016,6807283.15,California,36.7014631,-118.7559974
2/14/2016,158522.76,California,36.7014631,-118.7559974
2/14/2016,204110.86,Charlotte,35.2270869,-80.8431268
2/14/2016,3610.52,Charlotte,35.2270869,-80.8431268
2/14/2016,803120.71,Chicago,41.8755616,-87.6244212
2/14/2016,28656.64,Chicago,41.8755616,-87.6244212
2/14/2016,229211.34,Cincinnati Dayton,39.1099604,-84.537681
2/14/2016,17338.51,Cincinnati Dayton,39.1099604,-84.537681
2/14/2016,173980.1,Columbus,39.9622601,-83.0007065
2/14/2016,4607.55,Columbus,39.9622601,-83.0007065
2/14/2016,1358553.29,Dallas Fort Worth,32.58958,-96.9697268
2/14/2016,15673.4,Dallas Fort Worth,32.58958,-96.9697268
2/14/2016,966134.31,Denver,39.7391428,-104.984696
2/14/2016,30537.03,Denver,39.7391428,-104.984696
2/14/2016,334544.52,Detroit,42.3315509,-83.0466403
2/14/2016,10918.3,Detroit,42.3315509,-83.0466403
2/14/2016,154975.46,Grand Rapids,42.9632405,-85.6678639
2/14/2016,2168.35,Grand Rapids,42.9632405,-85.6678639
2/14/2016,264904.19,Harrisburg Scranton,41.4086874,-75.6621294
2/14/2016,4784.79,Harrisburg Scranton,41.4086874,-75.6621294
2/14/2016,398441.13,Hartford Springfield,42.1184111,-72.8573671
2/14/2016,4968.79,Hartford Springfield,42.1184111,-72.8573671
2/14/2016,1191352.2,Houston,29.7589382,-95.3676974
