Date,TotalVolume,region,lon,lat
3/15/2015,43045.79,Albany,42.6511674,-73.754968
3/15/2015,1473.56,Albany,42.6511674,-73.754968
3/15/2015,399566.22,Atlanta,33.7490987,-84.3901849
3/15/2015,13985.95,Atlanta,33.7490987,-84.3901849
3/15/2015,693698.13,Baltimore Washington,39.2908816,-76.610759
3/15/2015,11586.41,Baltimore Washington,39.2908816,-76.610759
3/15/2015,65918.28,Boise,43.61656,-116.200835
3/15/2015,1777.09,Boise,43.61656,-116.200835
3/15/2015,417750.36,Boston,42.3602534,-71.0582912
3/15/2015,1965.57,Boston,42.3602534,-71.0582912
3/15/2015,103413.11,Buffalo Rochester,43.1519085,-77.659047
3/15/2015,712.4,Buffalo Rochester,43.1519085,-77.659047
3/15/2015,5557163.11,California,36.7014631,-118.7559974
3/15/2015,94419.17,California,36.7014631,-118.7559974
3/15/2015,183944.05,Charlotte,35.2270869,-80.8431268
3/15/2015,3890.97,Charlotte,35.2270869,-80.8431268
3/15/2015,827010.39,Chicago,41.8755616,-87.6244212
3/15/2015,15001.33,Chicago,41.8755616,-87.6244212
3/15/2015,196008.57,Cincinnati Dayton,39.1099604,-84.537681
3/15/2015,12310.3,Cincinnati Dayton,39.1099604,-84.537681
3/15/2015,149884.1,Columbus,39.9622601,-83.0007065
3/15/2015,3385.11,Columbus,39.9622601,-83.0007065
3/15/2015,1211158.55,Dallas Fort Worth,32.58958,-96.9697268
3/15/2015,11922.76,Dallas Fort Worth,32.58958,-96.9697268
3/15/2015,662131.8,Denver,39.7391428,-104.984696
3/15/2015,68533.2,Denver,39.7391428,-104.984696
3/15/2015,254974.87,Detroit,42.3315509,-83.0466403
3/15/2015,9162.43,Detroit,42.3315509,-83.0466403
3/15/2015,123895.07,Grand Rapids,42.9632405,-85.6678639
3/15/2015,1329.82,Grand Rapids,42.9632405,-85.6678639
3/15/2015,190760.3,Harrisburg Scranton,41.4086874,-75.6621294
3/15/2015,2403.77,Harrisburg Scranton,41.4086874,-75.6621294
3/15/2015,225761.68,Hartford Springfield,42.1184111,-72.8573671
3/15/2015,2727.38,Hartford Springfield,42.1184111,-72.8573671
3/15/2015,1043172.77,Houston,29.7589382,-95.3676974
3/15/2015,12371.76,Houston,29.7589382,-95.3676974
3/15/2015,140487.57,Indianapolis,39.7683331,-86.1583502
3/15/2015,1313.43,Indianapolis,39.7683331,-86.1583502
3/15/2015,110128.66,Jacksonville,30.3321838,-81.655651
3/15/2015,1891.49,Jacksonville,30.3321838,-81.655651
3/15/2015,261650.41,Las Vegas,36.1662859,-115.149225
3/15/2015,4860.39,Las Vegas,36.1662859,-115.149225
3/15/2015,2690257.2,Los Angeles,34.0536834,-118.2427669
3/15/2015,32656.06,Los Angeles,34.0536834,-118.2427669
3/15/2015,56870.1,Louisville,38.2542376,-85.759407
3/15/2015,1664.74,Louisville,38.2542376,-85.759407
3/15/2015,371716.28,Miami Ft Lauderdale,26.0917308,-80.1359398
3/15/2015,2478,Miami Ft Lauderdale,26.0917308,-80.1359398
3/15/2015,131053.65,Nashville,36.1622296,-86.7743531
3/15/2015,3199.37,Nashville,36.1622296,-86.7743531
3/15/2015,233696.32,New Orleans,29.9499323,-90.0701156
3/15/2015,2954.83,New Orleans,29.9499323,-90.0701156
3/15/2015,1097737.98,New York,40.7308619,-73.9871558
3/15/2015,16570.75,New York,40.7308619,-73.9871558
3/15/2015,226247.68,Orlando,28.5421097,-81.3790388
3/15/2015,2478.71,Orlando,28.5421097,-81.3790388
3/15/2015,331456.96,Philadelphia,39.9524152,-75.1635755
3/15/2015,4152.94,Philadelphia,39.9524152,-75.1635755
3/15/2015,1326720.8,Phoenix Tucson,32.1706314,-110.8767957
3/15/2015,9530.76,Phoenix Tucson,32.1706314,-110.8767957
3/15/2015,71906.75,Pittsburgh,40.4416941,-79.9900861
3/15/2015,1253.46,Pittsburgh,40.4416941,-79.9900861
3/15/2015,392802.67,Portland,45.5202471,-122.6741949
3/15/2015,25244.87,Portland,45.5202471,-122.6741949
3/15/2015,252527.34,Raleigh Greensboro,36.080299,-79.758384
3/15/2015,3851.7,Raleigh Greensboro,36.080299,-79.758384
3/15/2015,210124.43,Richmond Norfolk,37.5675205,-77.4674126
3/15/2015,5834.95,Richmond Norfolk,37.5675205,-77.4674126
3/15/2015,119124.45,Roanoke,37.274532,-79.96020968
3/15/2015,6392.65,Roanoke,37.274532,-79.96020968
3/15/2015,380761.14,Sacramento,38.5815719,-121.4943996
3/15/2015,9075.16,Sacramento,38.5815719,-121.4943996
3/15/2015,463106.48,San Diego,32.7174209,-117.1627714
3/15/2015,8349.37,San Diego,32.7174209,-117.1627714
3/15/2015,779754.03,San Francisco,37.7647993,-122.4629897
3/15/2015,21389.7,San Francisco,37.7647993,-122.4629897
3/15/2015,453589.67,Seattle,47.6038321,-122.3300624
3/15/2015,26717.98,Seattle,47.6038321,-122.3300624
3/15/2015,297855.71,South Carolina,33.6874388,-80.4363743
3/15/2015,5224.18,South Carolina,33.6874388,-80.4363743
3/15/2015,71766.04,Spokane,47.6579425,-117.4212265
3/15/2015,3237.43,Spokane,47.6579425,-117.4212265
3/15/2015,157799.23,St Louis,38.6272733,-90.1978889
3/15/2015,3409.93,St Louis,38.6272733,-90.1978889
3/15/2015,42078.58,Syracuse,43.0481221,-76.1474244
3/15/2015,846.47,Syracuse,43.0481221,-76.1474244
3/15/2015,257172.84,Tampa,27.9477595,-82.458444
3/15/2015,2301.7,Tampa,27.9477595,-82.458444
3/15/2015,827795.25,West Texas New Mexico,26.2711968,-98.3266103
3/15/2015,6046.98,West Texas New Mexico,26.2711968,-98.3266103
