Date,TotalVolume,region,lon,lat
1/1/2017,129948.23,Albany,42.6511674,-73.754968
1/1/2017,1376.7,Albany,42.6511674,-73.754968
1/1/2017,547565.88,Atlanta,33.7490987,-84.3901849
1/1/2017,5342.85,Atlanta,33.7490987,-84.3901849
1/1/2017,631760.81,Baltimore Washington,39.2908816,-76.610759
1/1/2017,13901.46,Baltimore Washington,39.2908816,-76.610759
1/1/2017,104510.11,Boise,43.61656,-116.200835
1/1/2017,2823.82,Boise,43.61656,-116.200835
1/1/2017,458830.49,Boston,42.3602534,-71.0582912
1/1/2017,13438.22,Boston,42.3602534,-71.0582912
1/1/2017,105349.04,Buffalo Rochester,43.1519085,-77.659047
1/1/2017,3425.49,Buffalo Rochester,43.1519085,-77.659047
1/1/2017,7175276.66,California,36.7014631,-118.7559974
1/1/2017,164137.04,California,36.7014631,-118.7559974
1/1/2017,217051.5,Charlotte,35.2270869,-80.8431268
1/1/2017,7225.07,Charlotte,35.2270869,-80.8431268
1/1/2017,803348.87,Chicago,41.8755616,-87.6244212
1/1/2017,36915.87,Chicago,41.8755616,-87.6244212
1/1/2017,329279.29,Cincinnati Dayton,39.1099604,-84.537681
1/1/2017,10798.25,Cincinnati Dayton,39.1099604,-84.537681
1/1/2017,218881.63,Columbus,39.9622601,-83.0007065
1/1/2017,5948.66,Columbus,39.9622601,-83.0007065
1/1/2017,1336539.2,Dallas Fort Worth,32.58958,-96.9697268
1/1/2017,15669.84,Dallas Fort Worth,32.58958,-96.9697268
1/1/2017,959368.84,Denver,39.7391428,-104.984696
1/1/2017,21449.37,Denver,39.7391428,-104.984696
1/1/2017,480612.79,Detroit,42.3315509,-83.0466403
1/1/2017,7545.82,Detroit,42.3315509,-83.0466403
1/1/2017,306129.4,Grand Rapids,42.9632405,-85.6678639
1/1/2017,1095.77,Grand Rapids,42.9632405,-85.6678639
1/1/2017,235430.29,Harrisburg Scranton,41.4086874,-75.6621294
1/1/2017,5456.54,Harrisburg Scranton,41.4086874,-75.6621294
1/1/2017,232663.88,Hartford Springfield,42.1184111,-72.8573671
1/1/2017,11977.13,Hartford Springfield,42.1184111,-72.8573671
