Date,TotalVolume,region,lon,lat
1/18/2015,44511.28,Albany,42.6511674,-73.754968
1/18/2015,1118.47,Albany,42.6511674,-73.754968
1/18/2015,431490.99,Atlanta,33.7490987,-84.3901849
1/18/2015,4294.01,Atlanta,33.7490987,-84.3901849
1/18/2015,657741.34,Baltimore Washington,39.2908816,-76.610759
1/18/2015,14057.45,Baltimore Washington,39.2908816,-76.610759
1/18/2015,62870.49,Boise,43.61656,-116.200835
1/18/2015,2973.94,Boise,43.61656,-116.200835
1/18/2015,401331.33,Boston,42.3602534,-71.0582912
1/18/2015,2209.34,Boston,42.3602534,-71.0582912
1/18/2015,107040.29,Buffalo Rochester,43.1519085,-77.659047
1/18/2015,1426.87,Buffalo Rochester,43.1519085,-77.659047
1/18/2015,5570915.26,California,36.7014631,-118.7559974
1/18/2015,195207.6,California,36.7014631,-118.7559974
1/18/2015,152671.15,Charlotte,35.2270869,-80.8431268
1/18/2015,2697.81,Charlotte,35.2270869,-80.8431268
1/18/2015,797741.43,Chicago,41.8755616,-87.6244212
1/18/2015,12499.87,Chicago,41.8755616,-87.6244212
1/18/2015,175681.09,Cincinnati Dayton,39.1099604,-84.537681
1/18/2015,10051.4,Cincinnati Dayton,39.1099604,-84.537681
1/18/2015,116450.21,Columbus,39.9622601,-83.0007065
1/18/2015,4027.45,Columbus,39.9622601,-83.0007065
1/18/2015,1091677.29,Dallas Fort Worth,32.58958,-96.9697268
1/18/2015,12634.71,Dallas Fort Worth,32.58958,-96.9697268
1/18/2015,808194.41,Denver,39.7391428,-104.984696
1/18/2015,42234.91,Denver,39.7391428,-104.984696
1/18/2015,291788.43,Detroit,42.3315509,-83.0466403
1/18/2015,7656.72,Detroit,42.3315509,-83.0466403
1/18/2015,150201.39,Grand Rapids,42.9632405,-85.6678639
1/18/2015,706.15,Grand Rapids,42.9632405,-85.6678639
1/18/2015,182604.68,Harrisburg Scranton,41.4086874,-75.6621294
1/18/2015,1355.5,Harrisburg Scranton,41.4086874,-75.6621294
1/18/2015,229216.05,Hartford Springfield,42.1184111,-72.8573671
1/18/2015,2552.09,Hartford Springfield,42.1184111,-72.8573671
1/18/2015,1017854.16,Houston,29.7589382,-95.3676974
1/18/2015,9979.64,Houston,29.7589382,-95.3676974
1/18/2015,149319.82,Indianapolis,39.7683331,-86.1583502
1/18/2015,1083.8,Indianapolis,39.7683331,-86.1583502
1/18/2015,99496.16,Jacksonville,30.3321838,-81.655651
1/18/2015,1403.1,Jacksonville,30.3321838,-81.655651
1/18/2015,233186.09,Las Vegas,36.1662859,-115.149225
1/18/2015,6032.31,Las Vegas,36.1662859,-115.149225
1/18/2015,2800679.5,Los Angeles,34.0536834,-118.2427669
1/18/2015,43649.12,Los Angeles,34.0536834,-118.2427669
1/18/2015,85580.15,Louisville,38.2542376,-85.759407
1/18/2015,1106.86,Louisville,38.2542376,-85.759407
1/18/2015,405138.19,Miami Ft Lauderdale,26.0917308,-80.1359398
1/18/2015,1459.37,Miami Ft Lauderdale,26.0917308,-80.1359398
1/18/2015,143464.64,Nashville,36.1622296,-86.7743531
1/18/2015,3118.58,Nashville,36.1622296,-86.7743531
1/18/2015,267666.12,New Orleans,29.9499323,-90.0701156
1/18/2015,4739.17,New Orleans,29.9499323,-90.0701156
1/18/2015,1044280.56,New York,40.7308619,-73.9871558
1/18/2015,9204.78,New York,40.7308619,-73.9871558
1/18/2015,191078.37,Orlando,28.5421097,-81.3790388
1/18/2015,2151.76,Orlando,28.5421097,-81.3790388
1/18/2015,331495.41,Philadelphia,39.9524152,-75.1635755
1/18/2015,1699,Philadelphia,39.9524152,-75.1635755
1/18/2015,1088608.66,Phoenix Tucson,32.1706314,-110.8767957
1/18/2015,12251.87,Phoenix Tucson,32.1706314,-110.8767957
1/18/2015,59312.07,Pittsburgh,40.4416941,-79.9900861
1/18/2015,3448.42,Pittsburgh,40.4416941,-79.9900861
1/18/2015,439617.61,Portland,45.5202471,-122.6741949
