Date,TotalVolume,region,lon,lat
1/25/2015,45147.5,Albany,42.6511674,-73.754968
1/25/2015,1115.89,Albany,42.6511674,-73.754968
1/25/2015,449332.85,Atlanta,33.7490987,-84.3901849
1/25/2015,3047.38,Atlanta,33.7490987,-84.3901849
1/25/2015,692934.46,Baltimore Washington,39.2908816,-76.610759
1/25/2015,15387.74,Baltimore Washington,39.2908816,-76.610759
1/25/2015,66069.21,Boise,43.61656,-116.200835
1/25/2015,1174.53,Boise,43.61656,-116.200835
1/25/2015,409343.56,Boston,42.3602534,-71.0582912
1/25/2015,1948.28,Boston,42.3602534,-71.0582912
1/25/2015,114052.94,Buffalo Rochester,43.1519085,-77.659047
1/25/2015,1480.91,Buffalo Rochester,43.1519085,-77.659047
1/25/2015,4929884.26,California,36.7014631,-118.7559974
1/25/2015,121698.02,California,36.7014631,-118.7559974
1/25/2015,167270.13,Charlotte,35.2270869,-80.8431268
1/25/2015,2694.11,Charlotte,35.2270869,-80.8431268
1/25/2015,745439.17,Chicago,41.8755616,-87.6244212
1/25/2015,10951.51,Chicago,41.8755616,-87.6244212
1/25/2015,213554.45,Cincinnati Dayton,39.1099604,-84.537681
1/25/2015,10191.82,Cincinnati Dayton,39.1099604,-84.537681
1/25/2015,116995.68,Columbus,39.9622601,-83.0007065
1/25/2015,4847.86,Columbus,39.9622601,-83.0007065
1/25/2015,1008295.47,Dallas Fort Worth,32.58958,-96.9697268
1/25/2015,11247.71,Dallas Fort Worth,32.58958,-96.9697268
1/25/2015,695658.81,Denver,39.7391428,-104.984696
1/25/2015,22502.5,Denver,39.7391428,-104.984696
1/25/2015,277325.29,Detroit,42.3315509,-83.0466403
1/25/2015,8703.74,Detroit,42.3315509,-83.0466403
1/25/2015,144301.73,Grand Rapids,42.9632405,-85.6678639
1/25/2015,711.52,Grand Rapids,42.9632405,-85.6678639
1/25/2015,206074.14,Harrisburg Scranton,41.4086874,-75.6621294
1/25/2015,2171.91,Harrisburg Scranton,41.4086874,-75.6621294
1/25/2015,241174.11,Hartford Springfield,42.1184111,-72.8573671
1/25/2015,1920.19,Hartford Springfield,42.1184111,-72.8573671
1/25/2015,983910.94,Houston,29.7589382,-95.3676974
1/25/2015,11398.91,Houston,29.7589382,-95.3676974
1/25/2015,149473.79,Indianapolis,39.7683331,-86.1583502
1/25/2015,1221.24,Indianapolis,39.7683331,-86.1583502
1/25/2015,109940.55,Jacksonville,30.3321838,-81.655651
1/25/2015,1140.32,Jacksonville,30.3321838,-81.655651
1/25/2015,249509.99,Las Vegas,36.1662859,-115.149225
1/25/2015,5758.68,Las Vegas,36.1662859,-115.149225
1/25/2015,2329987.29,Los Angeles,34.0536834,-118.2427669
1/25/2015,38078.07,Los Angeles,34.0536834,-118.2427669
1/25/2015,86635.35,Louisville,38.2542376,-85.759407
1/25/2015,1201.46,Louisville,38.2542376,-85.759407
1/25/2015,398055.71,Miami Ft Lauderdale,26.0917308,-80.1359398
1/25/2015,1648.84,Miami Ft Lauderdale,26.0917308,-80.1359398
1/25/2015,140855.47,Nashville,36.1622296,-86.7743531
1/25/2015,4448.88,Nashville,36.1622296,-86.7743531
1/25/2015,271448.06,New Orleans,29.9499323,-90.0701156
1/25/2015,1278.14,New Orleans,29.9499323,-90.0701156
1/25/2015,1102868.27,New York,40.7308619,-73.9871558
1/25/2015,14337.32,New York,40.7308619,-73.9871558
1/25/2015,211991.09,Orlando,28.5421097,-81.3790388
1/25/2015,1925.46,Orlando,28.5421097,-81.3790388
1/25/2015,355645.73,Philadelphia,39.9524152,-75.1635755
1/25/2015,2888.62,Philadelphia,39.9524152,-75.1635755
1/25/2015,1233503.27,Phoenix Tucson,32.1706314,-110.8767957
1/25/2015,10849.4,Phoenix Tucson,32.1706314,-110.8767957
1/25/2015,98722.79,Pittsburgh,40.4416941,-79.9900861
1/25/2015,1441.14,Pittsburgh,40.4416941,-79.9900861
1/25/2015,432770.06,Portland,45.5202471,-122.6741949
1/25/2015,30862.91,Portland,45.5202471,-122.6741949
1/25/2015,233277.19,Raleigh Greensboro,36.080299,-79.758384
1/25/2015,3359.58,Raleigh Greensboro,36.080299,-79.758384
1/25/2015,194086.08,Richmond Norfolk,37.5675205,-77.4674126
1/25/2015,3860.33,Richmond Norfolk,37.5675205,-77.4674126
1/25/2015,123070.18,Roanoke,37.274532,-79.96020968
1/25/2015,5411.77,Roanoke,37.274532,-79.96020968
1/25/2015,360027.65,Sacramento,38.5815719,-121.4943996
1/25/2015,9707.59,Sacramento,38.5815719,-121.4943996
1/25/2015,406591.11,San Diego,32.7174209,-117.1627714
1/25/2015,11132.08,San Diego,32.7174209,-117.1627714
1/25/2015,713523.24,San Francisco,37.7647993,-122.4629897
1/25/2015,27146.81,San Francisco,37.7647993,-122.4629897
1/25/2015,420124.11,Seattle,47.6038321,-122.3300624
1/25/2015,29354.75,Seattle,47.6038321,-122.3300624
1/25/2015,311348.31,South Carolina,33.6874388,-80.4363743
1/25/2015,2865.92,South Carolina,33.6874388,-80.4363743
1/25/2015,64116.71,Spokane,47.6579425,-117.4212265
1/25/2015,3313.55,Spokane,47.6579425,-117.4212265
1/25/2015,176820.49,St Louis,38.6272733,-90.1978889
1/25/2015,4131.86,St Louis,38.6272733,-90.1978889
1/25/2015,44517.84,Syracuse,43.0481221,-76.1474244
1/25/2015,845.05,Syracuse,43.0481221,-76.1474244
1/25/2015,260471.23,Tampa,27.9477595,-82.458444
1/25/2015,1460.04,Tampa,27.9477595,-82.458444
1/25/2015,720800.61,West Texas New Mexico,26.2711968,-98.3266103
1/25/2015,7324.06,West Texas New Mexico,26.2711968,-98.3266103
