Date,TotalVolume,region,lon,lat
8/13/2017,133070.41,Albany,42.6511674,-73.754968
8/13/2017,2259.92,Albany,42.6511674,-73.754968
8/13/2017,534058.7,Atlanta,33.7490987,-84.3901849
8/13/2017,14533.65,Atlanta,33.7490987,-84.3901849
8/13/2017,697320.96,Baltimore Washington,39.2908816,-76.610759
8/13/2017,40536.12,Baltimore Washington,39.2908816,-76.610759
8/13/2017,70716.83,Boise,43.61656,-116.200835
8/13/2017,1816.79,Boise,43.61656,-116.200835
8/13/2017,624419.06,Boston,42.3602534,-71.0582912
8/13/2017,18946.53,Boston,42.3602534,-71.0582912
8/13/2017,144618.71,Buffalo Rochester,43.1519085,-77.659047
8/13/2017,10212.38,Buffalo Rochester,43.1519085,-77.659047
8/13/2017,5862368.39,California,36.7014631,-118.7559974
8/13/2017,139016.53,California,36.7014631,-118.7559974
8/13/2017,209771.02,Charlotte,35.2270869,-80.8431268
8/13/2017,10438.1,Charlotte,35.2270869,-80.8431268
8/13/2017,640354.46,Chicago,41.8755616,-87.6244212
8/13/2017,17452.06,Chicago,41.8755616,-87.6244212
8/13/2017,261153.8,Cincinnati Dayton,39.1099604,-84.537681
8/13/2017,7797.08,Cincinnati Dayton,39.1099604,-84.537681
8/13/2017,151390.04,Columbus,39.9622601,-83.0007065
8/13/2017,7525.56,Columbus,39.9622601,-83.0007065
8/13/2017,1263766.23,Dallas Fort Worth,32.58958,-96.9697268
8/13/2017,18826.43,Dallas Fort Worth,32.58958,-96.9697268
8/13/2017,635905.08,Denver,39.7391428,-104.984696
8/13/2017,22375.66,Denver,39.7391428,-104.984696
8/13/2017,286679.02,Detroit,42.3315509,-83.0466403
8/13/2017,14499.51,Detroit,42.3315509,-83.0466403
8/13/2017,125212.99,Grand Rapids,42.9632405,-85.6678639
8/13/2017,7534.9,Grand Rapids,42.9632405,-85.6678639
8/13/2017,238229.99,Harrisburg Scranton,41.4086874,-75.6621294
8/13/2017,14483.05,Harrisburg Scranton,41.4086874,-75.6621294
8/13/2017,263624.63,Hartford Springfield,42.1184111,-72.8573671
8/13/2017,13330.73,Hartford Springfield,42.1184111,-72.8573671
8/13/2017,1332232.95,Houston,29.7589382,-95.3676974
