Date,TotalVolume,region,lon,lat
5/3/2015,59197.67,Albany,42.6511674,-73.754968
5/3/2015,1798.99,Albany,42.6511674,-73.754968
5/3/2015,634213.1,Atlanta,33.7490987,-84.3901849
5/3/2015,3976.19,Atlanta,33.7490987,-84.3901849
5/3/2015,896972.05,Baltimore Washington,39.2908816,-76.610759
5/3/2015,16396.29,Baltimore Washington,39.2908816,-76.610759
5/3/2015,85466.99,Boise,43.61656,-116.200835
5/3/2015,1403.79,Boise,43.61656,-116.200835
5/3/2015,552368.94,Boston,42.3602534,-71.0582912
5/3/2015,4123.17,Boston,42.3602534,-71.0582912
5/3/2015,136771.79,Buffalo Rochester,43.1519085,-77.659047
5/3/2015,3647.7,Buffalo Rochester,43.1519085,-77.659047
5/3/2015,8567534.49,California,36.7014631,-118.7559974
5/3/2015,119059.56,California,36.7014631,-118.7559974
5/3/2015,261492.2,Charlotte,35.2270869,-80.8431268
5/3/2015,4635.16,Charlotte,35.2270869,-80.8431268
5/3/2015,978376.13,Chicago,41.8755616,-87.6244212
5/3/2015,27210.49,Chicago,41.8755616,-87.6244212
5/3/2015,238140.96,Cincinnati Dayton,39.1099604,-84.537681
5/3/2015,14145.51,Cincinnati Dayton,39.1099604,-84.537681
5/3/2015,176737.77,Columbus,39.9622601,-83.0007065
5/3/2015,28020.38,Columbus,39.9622601,-83.0007065
5/3/2015,1282852.08,Dallas Fort Worth,32.58958,-96.9697268
5/3/2015,6568.67,Dallas Fort Worth,32.58958,-96.9697268
5/3/2015,781496.4,Denver,39.7391428,-104.984696
5/3/2015,139212.26,Denver,39.7391428,-104.984696
5/3/2015,374659.88,Detroit,42.3315509,-83.0466403
5/3/2015,10694.75,Detroit,42.3315509,-83.0466403
5/3/2015,238550.81,Grand Rapids,42.9632405,-85.6678639
5/3/2015,1377.24,Grand Rapids,42.9632405,-85.6678639
5/3/2015,255913.63,Harrisburg Scranton,41.4086874,-75.6621294
5/3/2015,3547.22,Harrisburg Scranton,41.4086874,-75.6621294
5/3/2015,329589.03,Hartford Springfield,42.1184111,-72.8573671
5/3/2015,6372.85,Hartford Springfield,42.1184111,-72.8573671
5/3/2015,1296308.05,Houston,29.7589382,-95.3676974
5/3/2015,8532.45,Houston,29.7589382,-95.3676974
5/3/2015,178889.83,Indianapolis,39.7683331,-86.1583502
5/3/2015,2258.1,Indianapolis,39.7683331,-86.1583502
5/3/2015,254514.32,Jacksonville,30.3321838,-81.655651
5/3/2015,2078.99,Jacksonville,30.3321838,-81.655651
5/3/2015,406840.38,Las Vegas,36.1662859,-115.149225
5/3/2015,10168.54,Las Vegas,36.1662859,-115.149225
5/3/2015,4015563.02,Los Angeles,34.0536834,-118.2427669
5/3/2015,43115.31,Los Angeles,34.0536834,-118.2427669
5/3/2015,95550.51,Louisville,38.2542376,-85.759407
5/3/2015,2038.99,Louisville,38.2542376,-85.759407
5/3/2015,917424.76,Miami Ft Lauderdale,26.0917308,-80.1359398
5/3/2015,4770.93,Miami Ft Lauderdale,26.0917308,-80.1359398
5/3/2015,222813,Nashville,36.1622296,-86.7743531
5/3/2015,4529.02,Nashville,36.1622296,-86.7743531
5/3/2015,308655.6,New Orleans,29.9499323,-90.0701156
5/3/2015,1469.41,New Orleans,29.9499323,-90.0701156
5/3/2015,1679103.39,New York,40.7308619,-73.9871558
5/3/2015,18576.24,New York,40.7308619,-73.9871558
5/3/2015,501573.86,Orlando,28.5421097,-81.3790388
5/3/2015,2498.36,Orlando,28.5421097,-81.3790388
5/3/2015,548556.66,Philadelphia,39.9524152,-75.1635755
5/3/2015,5737.78,Philadelphia,39.9524152,-75.1635755
5/3/2015,1268607.36,Phoenix Tucson,32.1706314,-110.8767957
5/3/2015,17519.51,Phoenix Tucson,32.1706314,-110.8767957
5/3/2015,208821.04,Pittsburgh,40.4416941,-79.9900861
5/3/2015,1889.99,Pittsburgh,40.4416941,-79.9900861
5/3/2015,644419.48,Portland,45.5202471,-122.6741949
5/3/2015,26104.52,Portland,45.5202471,-122.6741949
5/3/2015,335464.54,Raleigh Greensboro,36.080299,-79.758384
5/3/2015,11843.43,Raleigh Greensboro,36.080299,-79.758384
5/3/2015,292744.22,Richmond Norfolk,37.5675205,-77.4674126
5/3/2015,12425.42,Richmond Norfolk,37.5675205,-77.4674126
5/3/2015,147690.42,Roanoke,37.274532,-79.96020968
5/3/2015,21016.71,Roanoke,37.274532,-79.96020968
5/3/2015,662034.34,Sacramento,38.5815719,-121.4943996
5/3/2015,8315.7,Sacramento,38.5815719,-121.4943996
5/3/2015,740760.3,San Diego,32.7174209,-117.1627714
5/3/2015,10506.78,San Diego,32.7174209,-117.1627714
5/3/2015,1310364.67,San Francisco,37.7647993,-122.4629897
5/3/2015,29248.72,San Francisco,37.7647993,-122.4629897
5/3/2015,687972.03,Seattle,47.6038321,-122.3300624
5/3/2015,37257.59,Seattle,47.6038321,-122.3300624
5/3/2015,457411.45,South Carolina,33.6874388,-80.4363743
5/3/2015,3336.76,South Carolina,33.6874388,-80.4363743
5/3/2015,108051.54,Spokane,47.6579425,-117.4212265
5/3/2015,4147.44,Spokane,47.6579425,-117.4212265
5/3/2015,275080.92,St Louis,38.6272733,-90.1978889
5/3/2015,3240.47,St Louis,38.6272733,-90.1978889
5/3/2015,50591.38,Syracuse,43.0481221,-76.1474244
5/3/2015,2721.25,Syracuse,43.0481221,-76.1474244
5/3/2015,558113.22,Tampa,27.9477595,-82.458444
5/3/2015,3590.4,Tampa,27.9477595,-82.458444
5/3/2015,967144.19,West Texas New Mexico,26.2711968,-98.3266103
5/3/2015,12166.64,West Texas New Mexico,26.2711968,-98.3266103
