Date,TotalVolume,region,lon,lat
12/31/2017,113514.42,Albany,42.6511674,-73.754968
12/31/2017,3463.85,Albany,42.6511674,-73.754968
12/31/2017,649352.59,Atlanta,33.7490987,-84.3901849
12/31/2017,17217.91,Atlanta,33.7490987,-84.3901849
12/31/2017,849487.62,Baltimore Washington,39.2908816,-76.610759
12/31/2017,40942.37,Baltimore Washington,39.2908816,-76.610759
12/31/2017,79646.97,Boise,43.61656,-116.200835
12/31/2017,2017.17,Boise,43.61656,-116.200835
12/31/2017,419696.59,Boston,42.3602534,-71.0582912
12/31/2017,25275.08,Boston,42.3602534,-71.0582912
12/31/2017,115508.29,Buffalo Rochester,43.1519085,-77.659047
12/31/2017,10568.46,Buffalo Rochester,43.1519085,-77.659047
12/31/2017,7132711.23,California,36.7014631,-118.7559974
12/31/2017,160039.02,California,36.7014631,-118.7559974
12/31/2017,346356.5,Charlotte,35.2270869,-80.8431268
12/31/2017,11939.07,Charlotte,35.2270869,-80.8431268
12/31/2017,1182647.5,Chicago,41.8755616,-87.6244212
12/31/2017,26040.03,Chicago,41.8755616,-87.6244212
12/31/2017,278128.16,Cincinnati Dayton,39.1099604,-84.537681
12/31/2017,14495.2,Cincinnati Dayton,39.1099604,-84.537681
12/31/2017,221203.78,Columbus,39.9622601,-83.0007065
12/31/2017,15852.37,Columbus,39.9622601,-83.0007065
12/31/2017,1116393.2,Dallas Fort Worth,32.58958,-96.9697268
12/31/2017,21181.05,Dallas Fort Worth,32.58958,-96.9697268
12/31/2017,938481.85,Denver,39.7391428,-104.984696
12/31/2017,17906.71,Denver,39.7391428,-104.984696
12/31/2017,467584.3,Detroit,42.3315509,-83.0466403
12/31/2017,32775.71,Detroit,42.3315509,-83.0466403
12/31/2017,202635.01,Grand Rapids,42.9632405,-85.6678639
12/31/2017,6792.67,Grand Rapids,42.9632405,-85.6678639
12/31/2017,195897.4,Harrisburg Scranton,41.4086874,-75.6621294
12/31/2017,18857.67,Harrisburg Scranton,41.4086874,-75.6621294
12/31/2017,245203.25,Hartford Springfield,42.1184111,-72.8573671
12/31/2017,15471.76,Hartford Springfield,42.1184111,-72.8573671
12/31/2017,1391181.63,Houston,29.7589382,-95.3676974
12/31/2017,25590.34,Houston,29.7589382,-95.3676974
12/31/2017,205202.95,Indianapolis,39.7683331,-86.1583502
12/31/2017,9437.04,Indianapolis,39.7683331,-86.1583502
12/31/2017,206562.78,Jacksonville,30.3321838,-81.655651
12/31/2017,2023.95,Jacksonville,30.3321838,-81.655651
12/31/2017,291922.57,Las Vegas,36.1662859,-115.149225
12/31/2017,9413.05,Las Vegas,36.1662859,-115.149225
12/31/2017,3212261.75,Los Angeles,34.0536834,-118.2427669
12/31/2017,78872.75,Los Angeles,34.0536834,-118.2427669
12/31/2017,117941.49,Louisville,38.2542376,-85.759407
12/31/2017,5828.21,Louisville,38.2542376,-85.759407
12/31/2017,728998.69,Miami Ft Lauderdale,26.0917308,-80.1359398
12/31/2017,6518.64,Miami Ft Lauderdale,26.0917308,-80.1359398
12/31/2017,258729.83,Nashville,36.1622296,-86.7743531
12/31/2017,7098.52,Nashville,36.1622296,-86.7743531
12/31/2017,262281.64,New Orleans,29.9499323,-90.0701156
12/31/2017,5341.14,New Orleans,29.9499323,-90.0701156
12/31/2017,1201219.44,New York,40.7308619,-73.9871558
12/31/2017,69777.3,New York,40.7308619,-73.9871558
12/31/2017,461913.85,Orlando,28.5421097,-81.3790388
12/31/2017,6063.44,Orlando,28.5421097,-81.3790388
12/31/2017,334783.58,Philadelphia,39.9524152,-75.1635755
12/31/2017,21941.34,Philadelphia,39.9524152,-75.1635755
12/31/2017,986474.74,Phoenix Tucson,32.1706314,-110.8767957
12/31/2017,14463.88,Phoenix Tucson,32.1706314,-110.8767957
12/31/2017,150867.12,Pittsburgh,40.4416941,-79.9900861
12/31/2017,10651.96,Pittsburgh,40.4416941,-79.9900861
12/31/2017,614950.95,Portland,45.5202471,-122.6741949
12/31/2017,25693.99,Portland,45.5202471,-122.6741949
12/31/2017,419590.58,Raleigh Greensboro,36.080299,-79.758384
12/31/2017,13531.12,Raleigh Greensboro,36.080299,-79.758384
12/31/2017,315463.87,Richmond Norfolk,37.5675205,-77.4674126
12/31/2017,13838.29,Richmond Norfolk,37.5675205,-77.4674126
12/31/2017,194627.58,Roanoke,37.274532,-79.96020968
12/31/2017,5756.97,Roanoke,37.274532,-79.96020968
12/31/2017,578374.5,Sacramento,38.5815719,-121.4943996
12/31/2017,9655.29,Sacramento,38.5815719,-121.4943996
12/31/2017,619699.65,San Diego,32.7174209,-117.1627714
12/31/2017,14150.95,San Diego,32.7174209,-117.1627714
12/31/2017,1174818.67,San Francisco,37.7647993,-122.4629897
12/31/2017,24699.21,San Francisco,37.7647993,-122.4629897
12/31/2017,559149.89,Seattle,47.6038321,-122.3300624
12/31/2017,82749.14,Seattle,47.6038321,-122.3300624
12/31/2017,460716.58,South Carolina,33.6874388,-80.4363743
12/31/2017,16505.2,South Carolina,33.6874388,-80.4363743
12/31/2017,98086.34,Spokane,47.6579425,-117.4212265
12/31/2017,2468.87,Spokane,47.6579425,-117.4212265
12/31/2017,192170.15,St Louis,38.6272733,-90.1978889
12/31/2017,12274.98,St Louis,38.6272733,-90.1978889
12/31/2017,59077.02,Syracuse,43.0481221,-76.1474244
12/31/2017,4873.1,Syracuse,43.0481221,-76.1474244
12/31/2017,548933.38,Tampa,27.9477595,-82.458444
12/31/2017,5528.74,Tampa,27.9477595,-82.458444
12/31/2017,727024.03,West Texas New Mexico,26.2711968,-98.3266103
12/31/2017,16552.71,West Texas New Mexico,26.2711968,-98.3266103
